asset_key,resref,projectile_type,dependency_count,source_bif,locator,source_size,source_sha256,extracted_path
projectile:1BULL03,1BULL03,2,1,data/Project.bif,0x03900016,512,EACE70F89408FAC6E65F29BC5AD5FE2F6F5DA5AA162F4D4D9F392DCF6B99C02D,projectiles/source/1BULL03.pro
projectile:1BULL04,1BULL04,2,1,data/Project.bif,0x03900017,512,E9A0EF323355466B2F2B1E28D32924E1459C7E46707B7CC2AB56D416AA3A4763,projectiles/source/1BULL04.pro
projectile:1BULL05,1BULL05,2,1,data/Project.bif,0x03900018,512,4D0647FD4BFCCADF5D3E71D72AB1AF8DF7DF0168EAEC06BEF81891F55103A528,projectiles/source/1BULL05.pro
projectile:1BULL06,1BULL06,2,1,data/Project.bif,0x03900019,512,10735A2038BF03F55F8F129109CC56145F4DB21305D2F0F31ACE70A4788C2EB9,projectiles/source/1BULL06.pro
projectile:1DAGG05,1DAGG05,2,1,data/Project.bif,0x0390001A,512,413FF2E1F06F99810291EFDA54ADE7325BB5BEDA6B46A89337DBB04ECDDD3E3C,projectiles/source/1DAGG05.pro
projectile:1DAGG11,1DAGG11,2,1,data/Project.bif,0x0390001B,512,2BF11A8E856DA7CFC3CFBACD58A13F899B4750603C089B777FA92257B855E17E,projectiles/source/1DAGG11.pro
projectile:1DAGG12,1DAGG12,2,1,data/Project.bif,0x0390001C,512,7D385F84B41D1943AF359FABBCD741A009BBF0E987F05A734092FD481292D58D,projectiles/source/1DAGG12.pro
projectile:1DAGG16,1DAGG16,2,1,data/Project.bif,0x0390001D,512,B8B8CA29EBA8E01E17872579FE2B4A72549F1B076F9BC5AB62A38BADDE001B94,projectiles/source/1DAGG16.pro
projectile:1DART01,1DART01,2,1,data/Project.bif,0x0390001E,512,420EA0F9A433DB1618AD8C19A786786A01229E269DB7DB9F4E0928AAD695BE41,projectiles/source/1DART01.pro
projectile:1DART02,1DART02,2,1,data/Project.bif,0x0390001F,512,C5AAC91DEF1E4EC041091FA671487E09D128455FD784EC2918469C78A6FA1A52,projectiles/source/1DART02.pro
projectile:1DART03,1DART03,2,1,data/Project.bif,0x03900020,512,F2C29721D41D28592415D5D17B960FD493E78B9C278142E92883DAFC7C9A4418,projectiles/source/1DART03.pro
projectile:1DART04,1DART04,2,1,data/Project.bif,0x03900021,512,7341352352317BEDD36A72C80464104984CA9850B853382BF18622F8999B852B,projectiles/source/1DART04.pro
projectile:1DART05,1DART05,2,1,data/Project.bif,0x03900022,512,10AC48B110C2AFC75C9CEFB4AABFECD1157706661F0A783967CA2F231AE28B01,projectiles/source/1DART05.pro
projectile:1DART08,1DART08,2,1,data/Project.bif,0x03900023,512,8AE6CC411EA9FE7CF6EB13A5D1259B7D99A3FE09DA2A217500154907D62A1E54,projectiles/source/1DART08.pro
projectile:1PDEATHF,1PDEATHF,3,2,data/Project.bif,0x03900024,768,4A1531EE90647010B8399A28CD45717E4941A0AF658CA4F9EFF6BC42B349157A,projectiles/source/1PDEATHF.pro
projectile:1PGSPORE,1PGSPORE,3,1,data/Project.bif,0x03900025,768,C73FD57509B3C5CDFA08503B4146F0EFF335B490234F25C8C67E1BC314C2F3EB,projectiles/source/1PGSPORE.pro
projectile:1PICECLD,1PICECLD,3,1,data/Project.bif,0x03900026,768,2CBAC1E9A6BB4B894A37FE99455C88CE50682DF6B0165A9D8127898CBF4E7137,projectiles/source/1PICECLD.pro
projectile:1PINCIND,1PINCIND,3,2,data/Project.bif,0x03900027,768,BF9711B85C772A2E0774D45BD2A4F95AC1268BCC3E15F26CB718922651AF02DC,projectiles/source/1PINCIND.pro
projectile:1PMANEGS,1PMANEGS,3,1,data/Project.bif,0x03900028,768,DEE5D11A3C306E9D21B128EEDED91A92DC987C6F9480E1EC7D3F96AE195B206D,projectiles/source/1PMANEGS.pro
projectile:1PSLEEPC,1PSLEEPC,3,1,data/Project.bif,0x03900029,768,4FEFB450B7FE6ED8A8CB511205ABFB78290AD175DE77E5117E2D3EA21FCE6781,projectiles/source/1PSLEEPC.pro
projectile:1STAFM0,1STAFM0,3,0,data/Project.bif,0x0390002A,768,365C6546AC5E20CD97AFD03CDEA84F3C0E421CD004ED5D33C4601EF0DD03ADDD,projectiles/source/1STAFM0.pro
projectile:1STAFM0C,1STAFM0C,3,0,data/Project.bif,0x0390002B,768,35A6707FA2553AEFD3A9ED52B335ED5DFE16B9C3F47FBAB9227CC1D182E94ABE,projectiles/source/1STAFM0C.pro
projectile:1STAFM1,1STAFM1,3,0,data/Project.bif,0x0390002C,768,3193F4E087550DF5592724BC8A9BC638FE2CDC0A3A4B5F21705DE4C8C8E410F8,projectiles/source/1STAFM1.pro
projectile:ACIDBLGR,ACIDBLGR,2,1,data/Project.bif,0x0390002D,512,9FC47ACB4EFCB40F65EEFFAB1A9BD12A8DD45B69D8519E5BD887E3DB8A53D80F,projectiles/source/ACIDBLGR.pro
projectile:ACIDBLMU,ACIDBLMU,2,1,data/Project.bif,0x0390002E,512,8F2EE25B7909366B2EE640D80D7124F22895F1E7CCF789CF3EEB3E7C87D49EF0,projectiles/source/ACIDBLMU.pro
projectile:ACIDBLOB,ACIDBLOB,2,1,data/Project.bif,0x0390002F,512,1B953A4BC0C9D08A11088400CDF87BE3FA4666AA178798FD7EA38139802D8283,projectiles/source/ACIDBLOB.pro
projectile:ACIDBLOC,ACIDBLOC,2,1,data/Project.bif,0x03900030,512,0AEDA8C37373215E4063E6DA42F5292A8C0B67FFBB6B4F60951B7A49218C68FD,projectiles/source/ACIDBLOC.pro
projectile:ARROW,ARROW,2,1,data/Project.bif,0x03900031,512,FC46545338498F38882A43E1F99E26A68E7A16738EE4F458B6B942912C81971C,projectiles/source/ARROW.pro
projectile:ARROWEX,ARROWEX,3,3,data/Project.bif,0x03900032,768,DD93A79D9C0E84313D2B1D86B32A5BCCCEBE789E2EF105C2EA1041596E4B1F1D,projectiles/source/ARROWEX.pro
projectile:ARROWFLB,ARROWFLB,2,1,data/Project.bif,0x03900033,512,6DC41B5588292EAFB73E3953C807A34BAE118765D251234267DF64082D18D91D,projectiles/source/ARROWFLB.pro
projectile:ARROWFLG,ARROWFLG,2,1,data/Project.bif,0x03900034,512,D1AC86B8A4108A6B0FC901D40993256A270D8E472ED1C61AAB001C4BCEF02CE3,projectiles/source/ARROWFLG.pro
projectile:ARROWFLI,ARROWFLI,2,1,data/Project.bif,0x03900035,512,24744651B8E306E822C9A211273595F32AEC54AFD77F35B81DA22C3CA177EA5F,projectiles/source/ARROWFLI.pro
projectile:ARROWFLM,ARROWFLM,2,1,data/Project.bif,0x03900036,512,05F1B621AFA4221FC1B41658941A8236C61423E5519E12F76D3FE7619643B85E,projectiles/source/ARROWFLM.pro
projectile:ARROWHVY,ARROWHVY,2,1,data/Project.bif,0x03900037,512,00F823C099F94C94208AC2733A28CB6FCA485A5426D579826D96C88DC2832F0F,projectiles/source/ARROWHVY.pro
projectile:AURA10NS,AURA10NS,3,0,data/Project.bif,0x03900038,768,28878C0AAD9052200A0EB1020DD34C48412EBFBA545B80CFDB675BD5F4490A13,projectiles/source/AURA10NS.pro
projectile:AURA10PA,AURA10PA,3,0,data/Project.bif,0x03900039,768,20D6E8371A591B7360DB8A5D9EBE33ED32B309E42B017287BB1B17B22D72A605,projectiles/source/AURA10PA.pro
projectile:AXE,AXE,2,1,data/Project.bif,0x0390003A,512,1E0DBE2C73D709BC49CC592B912F3E9A37BF400714028917424B1EE3D78DB9D9,projectiles/source/AXE.pro
projectile:AXEEX,AXEEX,3,3,data/Project.bif,0x0390003B,768,FC56D55CE4AF5F00C20BCF8BA8F36AED37C0AAF8F6B18C5543B6386891D4251B,projectiles/source/AXEEX.pro
projectile:BDETHRET,BDETHRET,3,2,data/Patch2.bif,0x0BD00159,768,7040DF7159308E599257A4EDD23EF91AA2C2175D1EA344ECBFA8D1DB2537B2C7,projectiles/source/BDETHRET.pro
projectile:BDSPFIRE,BDSPFIRE,3,3,data/Patch2.bif,0x0BD001AD,768,090C8A9EA1414070495DA61FF41D8180ABF2FF266EDEF174C795B09EAC2CC8D0,projectiles/source/BDSPFIRE.pro
projectile:BDWOFOG,BDWOFOG,3,2,data/PATCH26.BIF,0x0860000E,768,8B5FAAFE3FC53B08602D6FB8A3B2F1FD804FA0EABA6F3009532F66CD97C39991,projectiles/source/BDWOFOG.pro
projectile:BGLRY,BGLRY,2,1,data/Patch25.bif,0x0100000A,512,58A793E22AC3CE3593CA7C5FAB03476076B731D20C1B93A266EB78D9A480FCA6,projectiles/source/BGLRY.pro
projectile:BIGNAREA,BIGNAREA,3,0,data/Project.bif,0x0390003C,768,A7D38C5705248991BC708DC3B6B90B1E50E6243342010A973EDA0D389A1ECDCD,projectiles/source/BIGNAREA.pro
projectile:BOLT,BOLT,2,1,data/Project.bif,0x0390003D,512,481B763198E7232945D8F8082527976102EA11E689ABCEB3B48DD34364DBE224,projectiles/source/BOLT.pro
projectile:BOLT2,BOLT2,3,3,data/Project.bif,0x0390003E,768,9E318B0E885AEC072DF0695C131063767C10E2A5C8BFF14F66F56A5ADAE3CD39,projectiles/source/BOLT2.pro
projectile:BOLTEX,BOLTEX,3,3,data/Project.bif,0x0390003F,768,1DAF8097AF1DA30EF5116843C2C36F1BAF54B460FFCD90A5D6D99A961ABA5D34,projectiles/source/BOLTEX.pro
projectile:BULLET,BULLET,2,1,data/Project.bif,0x03900040,512,FF477F71197B6B5637CAAE8EFABC43C185039EEE987BB3FD2B2D32044BACA2F2,projectiles/source/BULLET.pro
projectile:BULLET2,BULLET2,2,0,data/Project.bif,0x03900041,512,7FFE6460C4F9DECAFE1F4A8B52FEE07D0C087286F3DB89CECBFBB513DCB8FB31,projectiles/source/BULLET2.pro
projectile:BULLETEX,BULLETEX,3,3,data/Project.bif,0x03900042,768,0B017084C9CEA9E74A1DA5AD4161875676663BA9A5612C0F432A49D65DFB0C6F,projectiles/source/BULLETEX.pro
projectile:BURNHAND,BURNHAND,3,1,data/Project.bif,0x03900043,768,3086EB38F356B4E0249AAC8F3EDF6DC58AE1FDD2083FFD95B7A8F8E161F3CED5,projectiles/source/BURNHAND.pro
projectile:CDBEHBLA,CDBEHBLA,2,1,data/Project.bif,0x03900044,512,8C0078615FA328EF219FDE8A201551A35E54B5FF5EAE0AD1549E30DCD7E29AFF,projectiles/source/CDBEHBLA.pro
projectile:CDDRBLCK,CDDRBLCK,3,2,data/Patch2.bif,0x0BD001E4,768,70C17537465BE7CEAAEE0AB10516A65A1897E8BF7F92E56631401952EE65298E,projectiles/source/CDDRBLCK.pro
projectile:CDDRSILV,CDDRSILV,3,0,data/Patch2.bif,0x0BD001E5,768,EC6D04C27AB7B66FCBF1EFFD3488F959D687FC4281564481CC336AE098034F51,projectiles/source/CDDRSILV.pro
projectile:CGABJURA,CGABJURA,2,1,data/patch13.bif,0x0BC0000F,512,4099A0ECE63221B153141DD24553F53C1CDA1D2366381639211701C38AE550E1,projectiles/source/CGABJURA.pro
projectile:CGALTERA,CGALTERA,2,1,data/patch13.bif,0x0BC00010,512,7CC5CF8A41133A198CE146A2EB957AA545B682BB7C839A68759B4D4BE5A4BD20,projectiles/source/CGALTERA.pro
projectile:CGCONJUR,CGCONJUR,2,1,data/patch13.bif,0x0BC00011,512,1676E3F7C9C02BCFFCD44E7BE2437F47FC4A274BFEAB5E7F5CA77B003BCBD3E6,projectiles/source/CGCONJUR.pro
projectile:CGDIVINA,CGDIVINA,2,1,data/patch13.bif,0x0BC00012,512,B0B744E50645D98F18DC7BD616BD6C0429603C18876E8CBB3605DA8075A72D8F,projectiles/source/CGDIVINA.pro
projectile:CGENCHAN,CGENCHAN,2,1,data/patch13.bif,0x0BC00013,512,782BC2857367B14D7D469CB49FDBB7EFC41400802F66E00BD98E68C00D56A137,projectiles/source/CGENCHAN.pro
projectile:CGILLUSI,CGILLUSI,2,1,data/patch13.bif,0x0BC00014,512,AE24AC11734E77F6F3B66F504A019DF4A558D1B4AA2426072B4D3BB0300760F7,projectiles/source/CGILLUSI.pro
projectile:CGINVOCA,CGINVOCA,2,1,data/patch13.bif,0x0BC00015,512,6E711B4944FDFB38D50DC20D79BACF29E148CA2C34A849626BB738C8958791F8,projectiles/source/CGINVOCA.pro
projectile:CGNECROM,CGNECROM,2,1,data/patch13.bif,0x0BC00016,512,93D4237F1BD745B1D5139442983BADAB35B5C98F4F4C8352CCE99712F05371D1,projectiles/source/CGNECROM.pro
projectile:CHROMORB,CHROMORB,2,2,data/Project.bif,0x03900045,512,9B7F1ABEAA3A278A1864CDEB5497C90E2CB1A2F3B3DCEF46FF2E0FFF0E8F6D73,projectiles/source/CHROMORB.pro
projectile:CLOUD,CLOUD,3,2,data/Project.bif,0x03900046,768,60197015203D7B20F6AD5264FDE93606205F5315C3EDB5CB4473B581BF6302EF,projectiles/source/CLOUD.pro
projectile:CLOUDKIL,CLOUDKIL,3,2,data/Project.bif,0x03900047,768,FAF4DAFD61723D410C32F142606BDFB9F752C1CA7293E72F468BC741A13580A5,projectiles/source/CLOUDKIL.pro
projectile:CLOUDPC,CLOUDPC,3,2,data/Project.bif,0x03900048,768,0EA273C9454E38D44C8835D9D3CDE861BBD5A2783ECDA24053A468FADC182F16,projectiles/source/CLOUDPC.pro
projectile:COMET,COMET,3,2,data/25Projct.bif,0x09900000,768,4F49999140D87FC661DEF66AD28EDA19892A445BFB8F983046439CC2A018FB46,projectiles/source/COMET.pro
projectile:CONECOLD,CONECOLD,3,0,data/Project.bif,0x03900049,768,EB2C70B36A6575E8E36509431E6C7E46A6EB582951F7524249138F0E1B6FF5AC,projectiles/source/CONECOLD.pro
projectile:CSPRAY,CSPRAY,3,0,data/Project.bif,0x0390004A,768,FCF513706D68C42FD6AC55978B92472EE389BEA0CCC5C3CF289D482AA01279F1,projectiles/source/CSPRAY.pro
projectile:DAGGER,DAGGER,2,1,data/Project.bif,0x0390004B,512,E44A4E8E3DE79E40659D3D90A745F68FBB4929248D928D9FE47B7426E362C052,projectiles/source/DAGGER.pro
projectile:DAGGEREX,DAGGEREX,3,3,data/Project.bif,0x0390004C,768,3D8EF45BA1ECA3127EBF03C6E7DF216DF5DC2A5CD1F69F6DF2F5332D73032D71,projectiles/source/DAGGEREX.pro
projectile:DART,DART,2,1,data/Project.bif,0x0390004D,512,413FF2E1F06F99810291EFDA54ADE7325BB5BEDA6B46A89337DBB04ECDDD3E3C,projectiles/source/DART.pro
projectile:DARTEX,DARTEX,3,3,data/Project.bif,0x0390004E,768,353BC29CB99F06D81AA158B7F6F07876DDB7C34A32704BFD6089E60DAF15A898,projectiles/source/DARTEX.pro
projectile:DBFIREBL,DBFIREBL,3,3,data/Project.bif,0x0390004F,768,28EC2E0455F98A4B9A77A31ACAA40B1CD397E8C7EA15F25DED646E1A817EB5C7,projectiles/source/DBFIREBL.pro
projectile:DDBREAT,DDBREAT,3,1,data/Project.bif,0x03900050,768,48EDA0F3FC89B5DC7672752BCBD827118A1B8A307BA41D545261AC1BA519AF98,projectiles/source/DDBREAT.pro
projectile:DFIREBL,DFIREBL,3,3,data/Project.bif,0x03900051,768,B0A0B8C65AFCAA4175A156342E5244E485EA2966DB61B55123DB03130931C807,projectiles/source/DFIREBL.pro
projectile:DRAGBLCK,DRAGBLCK,3,1,data/Project.bif,0x03900052,768,EBE58445415159120763720993F454E5C01EEB674128E7E186AEDE792980277C,projectiles/source/DRAGBLCK.pro
projectile:DRAGGREE,DRAGGREE,3,2,data/25Projct.bif,0x09900001,768,88F2E988F48DFA591A593F86D62B281732AB126BC9A7746275D117715C2B9AD1,projectiles/source/DRAGGREE.pro
projectile:DRAGRED,DRAGRED,3,1,data/Project.bif,0x03900053,768,C470A6715B3DDFEF2E732CF5495B075ABDDD514D61B14A0383A28ADA56A824C8,projectiles/source/DRAGRED.pro
projectile:DRAGSILV,DRAGSILV,3,1,data/Project.bif,0x03900054,768,561F72628810829D0C26CDA2791D3D0810377D00D848496BFB412D1D08793B39,projectiles/source/DRAGSILV.pro
projectile:ENTANG2,ENTANG2,3,1,data/Project.bif,0x03900055,768,E9BF44BA17C683D16308762F846D1551F174C9D1F9BFDA457D55FC0A1465A106,projectiles/source/ENTANG2.pro
projectile:FBFLAMES,FBFLAMES,3,2,data/PATCH26.BIF,0x0860001D,768,6F37C3770419F401733BEC24202BAA13445ADA4995AAE72D7DC9ABDB75FDBBC9,projectiles/source/FBFLAMES.pro
projectile:FBFLAMGR,FBFLAMGR,3,2,data/PATCH26.BIF,0x0860001E,768,F46FEBDCA3EFB6BFB81A3EB831A786776D0DD01B9E5475E7E2A2C95B7AB348DB,projectiles/source/FBFLAMGR.pro
projectile:FBFLAMIC,FBFLAMIC,3,2,data/PATCH26.BIF,0x0860001F,768,FDDCAC12E34F2CC84B9E9F6DACDBA29EE5FA01FB18A7766FED370A3A51FBE945,projectiles/source/FBFLAMIC.pro
projectile:FDAWN,FDAWN,3,2,data/PATCH26.BIF,0x08600020,768,D320E7B2001B84C66330B857C8CB5103E063FF66A51266A29759001FA2FDABB3,projectiles/source/FDAWN.pro
projectile:FIREBALL,FIREBALL,3,3,data/Project.bif,0x03900056,768,7A21847FDBDEDF8208CADC0B184E418849EFD92DABCF7ADF6258E3C7EF3400F9,projectiles/source/FIREBALL.pro
projectile:FIREBLGR,FIREBLGR,3,3,data/Project.bif,0x03900057,768,A0475EC7D0AD2943BE4C717A7C2A512373208623A50581C390C0B914DCD73714,projectiles/source/FIREBLGR.pro
projectile:FIREBLIC,FIREBLIC,3,3,data/Project.bif,0x03900058,768,2A0DD14D50C6A982A68B97C49C00FB392B36E116C08C8DC31585FB7B675178B2,projectiles/source/FIREBLIC.pro
projectile:FIREBLNS,FIREBLNS,3,3,data/Project.bif,0x03900059,768,A5AD30017083D6F6568FB1E298947FB6C392A1615F062124F4BC6B8291764695,projectiles/source/FIREBLNS.pro
projectile:FIREBOLT,FIREBOLT,2,1,data/Project.bif,0x0390005A,512,A2EAC0E7AD1DA5C03F8173582FBBF011555DE58E01D53CA16EAA09B37C7A9E45,projectiles/source/FIREBOLT.pro
projectile:FIREBTBL,FIREBTBL,2,1,data/Project.bif,0x0390005B,512,3FF5AB3E77C1EC1097696E2F0D4A29EAAB057E8D5292FB52D39B814071FFA19D,projectiles/source/FIREBTBL.pro
projectile:FIRESTOR,FIRESTOR,3,3,data/Project.bif,0x0390005C,768,8E1A8646D9F6E9CA5EA031D0A521D9B4DB7E85C63D0C3B1FB17424FF7B00F274,projectiles/source/FIRESTOR.pro
projectile:GAZE,GAZE,2,0,data/Project.bif,0x0390005D,512,414348A64431C01EF94AE819E89304DE347A31E0269D7F84D67FDE0866DD5676,projectiles/source/GAZE.pro
projectile:GOLCLOUD,GOLCLOUD,3,2,data/Project.bif,0x0390005E,768,81E9B11602DF193E4D05248E444F48846D30B4D1687F7193889CE5D3F4E22063,projectiles/source/GOLCLOUD.pro
projectile:GREASE,GREASE,3,1,data/Project.bif,0x0390005F,768,64AA8D982328FE6C2034897059CB7587027AF1D84E8DF3075BC892A68DB4B95B,projectiles/source/GREASE.pro
projectile:GREEHIT,GREEHIT,3,2,data/25Projct.bif,0x09900002,768,7EBAAC678817F18F45CF3C331A4A106F91CCBD4AAF83D68C0AA0FCFE3FBF5CBA,projectiles/source/GREEHIT.pro
projectile:HOLD,HOLD,3,2,data/Project.bif,0x03900060,768,B2A499B865CE580B4904DFF19A2C010FF5334C0D167A7AEEE95AD46BD6358CC8,projectiles/source/HOLD.pro
projectile:HOLDNECR,HOLDNECR,3,2,data/Project.bif,0x03900061,768,6FC26E087C561A7C4BB787801C94E86A90B63F8820F9A99C29263B6EA1C55153,projectiles/source/HOLDNECR.pro
projectile:HOLDSUMM,HOLDSUMM,3,2,data/Project.bif,0x03900062,768,2770E8351BCAFB63B02A6FE7275BE17FCAD8CFEFCC6875CB5807036CD6DBC791,projectiles/source/HOLDSUMM.pro
projectile:HOLYAREA,HOLYAREA,3,1,data/Project.bif,0x03900063,768,8CD5238E604E217A319D676C451990BEABF03FAF0E8B8E656BE07B15B8FDD017,projectiles/source/HOLYAREA.pro
projectile:ICEGLYP,ICEGLYP,3,2,data/Project.bif,0x03900064,768,2AFDE7C82CD8C3767EAD93554B13A1154A3B22397C6E2D27910826EE6531DCCB,projectiles/source/ICEGLYP.pro
projectile:ICESTORM,ICESTORM,3,1,data/Project.bif,0x03900065,768,638B066464EFBDD418B52423946B438BA7F3CAE81D6E063ED546894A06E5F8A9,projectiles/source/ICESTORM.pro
projectile:ICGHIT,ICGHIT,3,1,data/Project.bif,0x03900066,768,C9FF4110E74C29880F7B6575A31363EF76E0F27E70904EED1FFDC06257DDBE77,projectiles/source/ICGHIT.pro
projectile:INAREA,INAREA,3,0,data/Project.bif,0x03900067,768,8AB558AD4B8579D1012AB313A193D55672BA318AF8E6B93D688627575CF884EF,projectiles/source/INAREA.pro
projectile:INAREANP,INAREANP,3,0,data/Project.bif,0x03900068,768,BE1DC2FC04AD51DD7E54BB16569C63716224964413F7D0D97328D9CDEC94B0E9,projectiles/source/INAREANP.pro
projectile:INAREANS,INAREANS,3,0,data/Project.bif,0x03900069,768,A7537A489DE1B501DA37ECD5DE40BF932D645C5D42BF69D319D197B675392984,projectiles/source/INAREANS.pro
projectile:INAREAPA,INAREAPA,3,0,data/Project.bif,0x0390006A,768,B45E7D4C567F489DF9579E25D2554E2F0AE267E78EC7DBF05FE17E87ED214ADB,projectiles/source/INAREAPA.pro
projectile:INAREASM,INAREASM,3,0,data/Project.bif,0x0390006B,768,1A0DE19B95F95A300129F2712C17D23FBE8AE2A6A38F4A9E5AAB49724D131EA2,projectiles/source/INAREASM.pro
projectile:INMED,INMED,3,1,data/Project.bif,0x0390006C,768,D94DA52C185194E85112DDBDEAE3422A2C7B45EDE4799E72D13885328553A363,projectiles/source/INMED.pro
projectile:INSEC1,INSEC1,2,1,data/Project.bif,0x0390006D,512,137EBD60DFDF1FCCBB6BE666BC4FE6D11547406A070626C42DBC02B14539D7AA,projectiles/source/INSEC1.pro
projectile:INSEC2,INSEC2,3,3,data/Project.bif,0x0390006E,768,045F54E0F87774D281978729FE6934560811B52131CDCC042F43925F4A11CDC8,projectiles/source/INSEC2.pro
projectile:INSEC3,INSEC3,3,3,data/Project.bif,0x0390006F,768,03E0C944EF7FC090F8D0E40828F4B2DF74EEA1F41E03D47496B6295F9783B0D6,projectiles/source/INSEC3.pro
projectile:INSEC4,INSEC4,2,1,data/Project.bif,0x03900070,512,617ACEC203E659B01063253EB25F475FF66B2038CAB6C83ACB6D622414423082,projectiles/source/INSEC4.pro
projectile:INVIS10,INVIS10,3,0,data/PATCH26.BIF,0x08600037,768,0E79DC34BADF5ED941F69F3C259120D1C1C9D6093F111300FD2AC92D3862B85E,projectiles/source/INVIS10.pro
projectile:LIGHTB,LIGHTB,3,1,data/patch13.bif,0x0BC0002E,768,156FD9C91D53B618D1537F24AA16B4DD1C9FC34EF01548912BE128BEF4045872,projectiles/source/LIGHTB.pro
projectile:LIGHTBLT,LIGHTBLT,2,1,data/Project.bif,0x03900071,512,0900F4A7468992FB1CCA36788BA2432E1FA6F90CF0440D8915EAFF3428CE9A3E,projectiles/source/LIGHTBLT.pro
projectile:LIGHTCHA,LIGHTCHA,3,3,data/Project.bif,0x03900072,768,EDBDE4EA1CBF5E2A16E1CEAC5E802A985EB635A40618C13B295D4F71382522FA,projectiles/source/LIGHTCHA.pro
