asset_key,resref,origin,controller_count,controller_keys,projectile_count,projectile_keys,bam_container,bam_version,frame_count,cycle_count,source_bif,locator,source_size,source_sha256,source_state,extracted_path
effects:bam:AM2000B3,AM2000B3,dedicated-effect-bif,0,,0,,BAMC,V1,7,1,data/MISCAnim.bif,0x01300062,81353,8680118490C903E1AC51D3034EE4E52481D7D7600E2434491C91C334049DC19B,available,effects/ressources/AM2000B3/source.bam
effects:bam:AM2000B4,AM2000B4,dedicated-effect-bif,0,,0,,BAMC,V1,7,1,data/MISCAnim.bif,0x01300063,80972,EEC224BC8F744FB402F29B931CEF4BB273A2D5AEF5F7B2112CC7CAD44305A148,available,effects/ressources/AM2000B4/source.bam
effects:bam:AM3000G,AM3000G,dedicated-effect-bif,0,,0,,BAMC,V1,8,1,data/25MiscAn.bif,0x09B00002,43232,0D53F5A0A385B24EEE610E1918F79F5C55411FD83DADECA88C2B8856916D75CF,available,effects/ressources/AM3000G/source.bam
effects:bam:AM307TT2,AM307TT2,dedicated-effect-bif,0,,0,,BAMC,V1,5,1,data/MISCAnim.bif,0x01300072,11199,D11E114C218BACBAF301E5EF2593B2340AB4DA80DCF93E996D97D8CE6A8AF6AF,available,effects/ressources/AM307TT2/source.bam
effects:bam:AM307TT3,AM307TT3,dedicated-effect-bif,0,,0,,BAMC,V1,5,1,data/MISCAnim.bif,0x01300073,9504,02DBEEABFA0B7601B74D1448506371999D9BB37B1ADC29C58142B740AF97B702,available,effects/ressources/AM307TT3/source.bam
effects:bam:AM60406B,AM60406B,dedicated-effect-bif,0,,0,,BAMC,V1,9,1,data/MISCAnim.bif,0x0130007B,130069,9CC5F2027DFCDF0ACC91CD1A96925FF9A377638CF9781F9D34FA17CA044B9367,available,effects/ressources/AM60406B/source.bam
effects:bam:AM6200C,AM6200C,dedicated-effect-bif,0,,0,,BAMC,V1,9,1,data/25MiscAn.bif,0x09B00042,198914,E5668DEF1724800230CE23F169138195668C32A26A6E1003D3CED3DC1E21BE2D,available,effects/ressources/AM6200C/source.bam
effects:bam:AM6200D,AM6200D,dedicated-effect-bif,0,,0,,BAMC,V1,9,1,data/25MiscAn.bif,0x09B00043,182685,5C87B445DF0179AF77E0BD58E47113F7AECB64C1CA865E0DD903526E12427271,available,effects/ressources/AM6200D/source.bam
effects:bam:AMDEMGT,AMDEMGT,dedicated-effect-bif,0,,0,,BAMC,V1,42,2,data/25MiscAn.bif,0x09B0004A,405058,51382DACD59F0AF394C1B3F33A2FB37199B4B96F904006EB4F9C7AD72FD017A6,available,effects/ressources/AMDEMGT/source.bam
effects:bam:AMYAG_B,AMYAG_B,controller-member,1,effect:vvc:AMYAG_B,0,,BAMC,V1,34,1,data/25MiscAn.bif,0x09B0004E,75624,5589DF8E84D0AC9455C925A5E1C08331C0B124FE8F6DC4642B40922428C2F31B,available,effects/ressources/AMYAG_B/source.bam
effects:bam:AMYAG_F,AMYAG_F,controller-member,1,effect:vvc:AMYAG_F,0,,BAMC,V1,34,1,data/25MiscAn.bif,0x09B0004F,72785,B083D0AADB42C04E25B5F2D5D330D8BD6C98974D386E5870F4EA679A633B2059,available,effects/ressources/AMYAG_F/source.bam
effects:bam:ASUMM1X,ASUMM1X,controller-member,1,effect:vvc:ASUMM1X,0,,BAMC,V1,30,1,data/Patch2.bif,0x0BD0012F,176536,7E8CE2BFC0939AE9012D386D98DD66A316BCDD70C1415B23D9B4E1619971DDC4,available,effects/ressources/ASUMM1X/source.bam
effects:bam:BDETHER,BDETHER,controller-member,1,effect:vvc:BDETHER,0,,BAM,V1,32,1,data/Patch2.bif,0x0BD00152,436380,110223DCD804D1C969AFE352B77CFF25BE8A30BB8928DBB56AD5DF2C88F01EE4,available,effects/ressources/BDETHER/source.bam
effects:bam:BDETHREA,BDETHREA,controller-member,1,effect:vvc:BDETHREA,1,projectile:BDETHRET,BAM,V1,80,4,data/Patch2.bif,0x0BD00155,113939,D31C65134BEB2D32DA4B1A1276D4FD23A8F4471BE706644C0149C8C0B1ED572A,available,effects/ressources/BDETHREA/source.bam
effects:bam:BDETHREH,BDETHREH,controller-member,1,effect:vvc:BDETHREH,0,,BAM,V1,50,3,data/Patch2.bif,0x0BD00157,117928,BBDD7CCA77FED36D8BB81A7624F9D184C63634BC2B5FFC11422C5C6B6E867971,available,effects/ressources/BDETHREH/source.bam
effects:bam:BDFAVSPI,BDFAVSPI,controller-member,1,effect:vvc:BDFAVSPI,0,,BAM,V1,21,1,data/Patch2.bif,0x0BD0015A,127813,7364024AA1967CC396253BA485C55CBF136267BDA60B8471895760A58C58909E,available,effects/ressources/BDFAVSPI/source.bam
effects:bam:BDFORCEW,BDFORCEW,controller-member,1,effect:vvc:BDFORCEW,0,,BAMC,V1,160,9,data/PATCH26.BIF,0x0860000A,1144030,A823590084DB5FF75D851EBCA37BE64BD3F624A528A2679225DC6AAB30A2C2F6,available,effects/ressources/BDFORCEW/source.bam
effects:bam:BDRSPIRI,BDRSPIRI,controller-member,1,effect:vvc:BDRSPIRI,0,,BAM,V1,31,1,data/Patch2.bif,0x0BD00176,174673,F1833CBA6FA6F2ECB12F0D60CBF6DE89DC6CD036813F5A29910F145A85500CB8,available,effects/ressources/BDRSPIRI/source.bam
effects:bam:BDSHSUM,BDSHSUM,controller-member,1,effect:vvc:BDSHSUM,0,,BAM,V1,30,1,data/PATCH26.BIF,0x0860000C,349657,6C414B980C745B86E0AA9E4D5A47E36988AA3B2E456434345B797883409D6B58,available,effects/ressources/BDSHSUM/source.bam
effects:bam:BDSPCLAR,BDSPCLAR,controller-member,1,effect:vvc:BDSPCLAR,0,,BAM,V1,27,1,data/Patch2.bif,0x0BD001AB,133873,E265E87FF9C567C5FF56D0E44DC5284AD9817C4D4760ACC18636FB7036F77159,available,effects/ressources/BDSPCLAR/source.bam
effects:bam:BDSPLOCK,BDSPLOCK,controller-member,1,effect:vvc:BDSPLOCK,0,,BAM,V1,21,1,data/Patch2.bif,0x0BD001B0,177301,5514C6F98B970881F249E80B24CE566A23EB53851607241E40F7305336A83951,available,effects/ressources/BDSPLOCK/source.bam
effects:bam:BDSPWARD,BDSPWARD,controller-member,1,effect:vvc:BDSPWARD,0,,BAMC,V1,25,1,data/PATCH26.BIF,0x0860000D,117014,2701A063CE2A5B6D10378D88CD2E287D120CC31B383E7139A617469A3E2A51B4,available,effects/ressources/BDSPWARD/source.bam
effects:bam:BGLRYH,BGLRYH,controller-member,1,effect:vvc:BGLRYH,0,,BAMC,V1,25,1,data/Patch25.bif,0x0100000B,70311,EBDD426400A1798061F0F7C2D8372A8BD18D59D80860F1C7FA63D676F457236B,available,effects/ressources/BGLRYH/source.bam
effects:bam:BLOODCR,BLOODCR,dedicated-effect-bif,0,,0,,BAMC,V1,6,1,data/SPELAnim.bif,0x01500002,1679,7C00A722C57C68F49C02478A1201A9ACB66000C6D047B0D230B70BA0A0EE254D,available,effects/ressources/BLOODCR/source.bam
effects:bam:BLOODL,BLOODL,dedicated-effect-bif,0,,0,,BAMC,V1,13,1,data/SPELAnim.bif,0x01500003,2035,D961D83152B32B8650BA214AA81ABA3C5F49D7689E8C2F252EF1F86B767CF5B2,available,effects/ressources/BLOODL/source.bam
effects:bam:BLOODM,BLOODM,dedicated-effect-bif,0,,0,,BAMC,V1,13,1,data/SPELAnim.bif,0x01500004,1729,48E557BF9147E4F25773734856417E86308C9136A0C2FFAF2C189F1D352C271D,available,effects/ressources/BLOODM/source.bam
effects:bam:BLOODS,BLOODS,dedicated-effect-bif,0,,0,,BAMC,V1,8,1,data/SPELAnim.bif,0x01500005,1030,A07239692AB630D339EC881384306A841FC092CC67BBA30027E053744E3D8693,available,effects/ressources/BLOODS/source.bam
effects:bam:BUBBLES1,BUBBLES1,dedicated-effect-bif,0,,0,,BAMC,V1,8,5,data/MISCAnim.bif,0x01300081,2266,A7EBBBBEDC4557983C1093701E5443854710A797AC546210C6B8D2CA2AFA781E,available,effects/ressources/BUBBLES1/source.bam
effects:bam:BUBLES,BUBLES,dedicated-effect-bif,0,,0,,BAMC,V1,108,1,data/MISCAnim.bif,0x01300083,19134,F0E5D0CA21B2D6C5A8FB20D3B89160A191D938F501379AD31E568DF281BA3976,available,effects/ressources/BUBLES/source.bam
effects:bam:BURNHAND,BURNHAND,dedicated-effect-bif,0,,0,,BAMC,V1,30,5,data/SPELAnim.bif,0x01500006,19099,D841B2357874FF46621F3FDFDAC9C71A7597DE2D60734BF16F6A4A17FD7D62CB,available,effects/ressources/BURNHAND/source.bam
effects:bam:COLDH,COLDH,controller-member,1,effect:vvc:COLDH,0,,BAMC,V1,16,1,data/GUIIcon.bif,0x00400C65,38975,F3658B79AFBFF8481DD9C8483BAB27A304E1663C48ADB8D3B5CE1BA8BBC1A5F6,available,effects/ressources/COLDH/source.bam
effects:bam:CSHIELDH,CSHIELDH,controller-member,1,effect:vvc:CSHIELDH,0,,BAMC,V1,20,1,data/PATCH26.BIF,0x08600011,61223,43FB88AA4ACDF76D84E6801A8C031600D8C2BAD1D7FABB18266187178718A66F,available,effects/ressources/CSHIELDH/source.bam
effects:bam:CURSEH,CURSEH,controller-member,1,effect:vvc:CURSEH,0,,BAMC,V1,17,1,data/PATCH26.BIF,0x08600013,26512,E4AABE7DE35577D60A2F090FF49FF27211B231F5DEEDEC1006AC1615A2DC2661,available,effects/ressources/CURSEH/source.bam
effects:bam:DDOORH,DDOORH,controller-member,1,effect:vvc:DDOORH,0,,BAMC,V1,20,1,data/Patch2.bif,0x0BD001F5,97282,B3CFF3B86F652169EF899B8E6886A4C928D15AC55AD5DA5AB1A409AFAE38DE37,available,effects/ressources/DDOORH/source.bam
effects:bam:DEMB1A1,DEMB1A1,dedicated-effect-bif,0,,0,,BAMC,V1,135,9,data/MISCAnim.bif,0x01300085,57341,E181EF6A8C8A3703742FDDDDE866705D92404F290665EB562375667D2D9D32A3,available,effects/ressources/DEMB1A1/source.bam
effects:bam:DEMB1A2,DEMB1A2,dedicated-effect-bif,0,,0,,BAMC,V1,135,9,data/MISCAnim.bif,0x01300086,54121,C8E2E17FEF2ED58A0F41A2788C74182E8EC59ADA1E1256B549CF86EAB16479CF,available,effects/ressources/DEMB1A2/source.bam
effects:bam:DEMB1A3,DEMB1A3,dedicated-effect-bif,0,,0,,BAMC,V1,135,9,data/MISCAnim.bif,0x01300087,58378,F058BF5EDEB530C39CD06A19B20A8EC341986757B40F0D7ED02A20F880138A1B,available,effects/ressources/DEMB1A3/source.bam
effects:bam:DEMB1A4,DEMB1A4,dedicated-effect-bif,0,,0,,BAMC,V1,135,9,data/MISCAnim.bif,0x01300088,56362,C43EA0FBF1889130CCF670A88C1FA69A974E45AE760DC6483B6DC8177DDCDF13,available,effects/ressources/DEMB1A4/source.bam
effects:bam:DEMB1A5,DEMB1A5,dedicated-effect-bif,0,,0,,BAMC,V1,135,9,data/MISCAnim.bif,0x01300089,56812,4D6F5C0C950E41CBA99AC7619A61F9EB0BF0440602103F7C773F22E82D850A1C,available,effects/ressources/DEMB1A5/source.bam
effects:bam:DEMB1A6,DEMB1A6,dedicated-effect-bif,0,,0,,BAMC,V1,126,9,data/MISCAnim.bif,0x0130008A,48097,E89AF389CE92EB3649F9B5B56AF508474EA6BBC1E51BE74DA1D58C3E0CF1C151,available,effects/ressources/DEMB1A6/source.bam
effects:bam:DEMB1A7,DEMB1A7,dedicated-effect-bif,0,,0,,BAMC,V1,135,9,data/MISCAnim.bif,0x0130008B,56061,FC8A87EA74FAE133E12715BF1558DDD85AAC45C5E9EECBA0BF1C8E4DC2A3874C,available,effects/ressources/DEMB1A7/source.bam
effects:bam:DEMB1A8,DEMB1A8,dedicated-effect-bif,0,,0,,BAMC,V1,135,9,data/MISCAnim.bif,0x0130008C,57241,391EC0A6F499B04E0AE1688A2F38F1EA829B7719162F683BA3768E950352AD64,available,effects/ressources/DEMB1A8/source.bam
effects:bam:DEMB1A9,DEMB1A9,dedicated-effect-bif,0,,0,,BAMC,V1,135,9,data/MISCAnim.bif,0x0130008D,56061,FC8A87EA74FAE133E12715BF1558DDD85AAC45C5E9EECBA0BF1C8E4DC2A3874C,available,effects/ressources/DEMB1A9/source.bam
effects:bam:DEMB1CA,DEMB1CA,dedicated-effect-bif,0,,0,,BAMC,V1,270,72,data/MISCAnim.bif,0x0130008E,114790,E935F5FDCDD85857F75E6617970710556BE8352497945BAF6284C70D038CD27B,available,effects/ressources/DEMB1CA/source.bam
effects:bam:DEMB1G1,DEMB1G1,dedicated-effect-bif,0,,0,,BAMC,V1,846,99,data/MISCAnim.bif,0x0130008F,319766,77BDC70FF4C7AA9A7F08FC34F978D4DD4CC2CB439286B8D1F29C47EB96FC31D0,available,effects/ressources/DEMB1G1/source.bam
effects:bam:DSTDVL2A,DSTDVL2A,dedicated-effect-bif,0,,0,,BAMC,V1,18,1,data/MISCAnim.bif,0x01300093,55866,C1D754E64CC7D9669516586741F36D0E802F34BCB811026CA7D76F90B29EA432,available,effects/ressources/DSTDVL2A/source.bam
effects:bam:DUST,DUST,dedicated-effect-bif,0,,0,,BAMC,V1,30,1,data/MISCAnim.bif,0x01300096,9164,3E38053E8C2D1EA23C6FE926EAB61C3469BCA6DC24108C4781B85E4FBE3E5898,available,effects/ressources/DUST/source.bam
effects:bam:EXALTAH,EXALTAH,controller-member,1,effect:vvc:EXALTAH,0,,BAMC,V1,27,1,data/PATCH26.BIF,0x0860001B,83622,5AA4A46FBDD8CFD16F96FEF8F06475ABF1C23CC009941695613FAEC33F4B4D50,available,effects/ressources/EXALTAH/source.bam
effects:bam:EXPLODE,EXPLODE,dedicated-effect-bif,0,,0,,BAMC,V1,12,1,data/SPELAnim.bif,0x01500007,20660,2A6B43BC61CDD631506EC048F06DB7EE2F9CAD609E2B6A4EE731C8A8F4B559CC,available,effects/ressources/EXPLODE/source.bam
effects:bam:FALLMIST,FALLMIST,dedicated-effect-bif,0,,0,,BAMC,V1,9,1,data/MISCAnim.bif,0x013000A3,7405,941413E7B7E05C73AEE9AA24E460B4BE5CD2AD49EE822420C20E3C25F67F541A,available,effects/ressources/FALLMIST/source.bam
effects:bam:FDAWNX,FDAWNX,controller-member,1,effect:vvc:FDAWNX,1,projectile:FDAWN,BAMC,V1,39,1,data/PATCH26.BIF,0x08600022,258917,5F915D9A22F2F26BEFB69F6531A4227DACC8E9CB5DFFC96F063E305FD8FA0BFD,available,effects/ressources/FDAWNX/source.bam
effects:bam:FIM1YEL,FIM1YEL,dedicated-effect-bif,0,,0,,BAMC,V1,16,1,data/MISCAnim.bif,0x013000A4,2820,61B334077D4CDDB6A575DC1332305754E3EE004FDE8171CC7E77C59ABAF132D7,available,effects/ressources/FIM1YEL/source.bam
effects:bam:FIM2YEL,FIM2YEL,dedicated-effect-bif,0,,0,,BAMC,V1,16,1,data/MISCAnim.bif,0x013000A5,4749,ABE89FABA2279D9E3913041DDAE0BBE122EB6168AEA3FE84C5C6DC088C843BC0,available,effects/ressources/FIM2YEL/source.bam
effects:bam:FIRE_1B,FIRE_1B,dedicated-effect-bif,0,,0,,BAMC,V1,15,5,data/MISCAnim.bif,0x013000A7,9521,1E4E99E9339DB3E68AD592BECC24D6BE8D004F5EC42B8441BD57851EF599192C,available,effects/ressources/FIRE_1B/source.bam
effects:bam:FIRE_1C,FIRE_1C,dedicated-effect-bif,0,,0,,BAMC,V1,15,5,data/MISCAnim.bif,0x013000A8,11883,E5B94689788F120DF584475E636299D7BAE5FE05FE68A39A1EC9143AA3B91407,available,effects/ressources/FIRE_1C/source.bam
effects:bam:FIRE_1GR,FIRE_1GR,dedicated-effect-bif,0,,0,,BAMC,V1,15,5,data/MISCAnim.bif,0x013000A9,19351,F577EFB33F7F2A087C897EE34D964BB5E522530C88C238B0A9FE3EB90011B411,available,effects/ressources/FIRE_1GR/source.bam
effects:bam:FIRE_1GS,FIRE_1GS,dedicated-effect-bif,0,,0,,BAMC,V1,15,5,data/MISCAnim.bif,0x013000AA,19461,E9B93E1012676A49C81AEC701598DB6D597BAD4675B7E4AAAB11C9765208BF54,available,effects/ressources/FIRE_1GS/source.bam
effects:bam:FIRE_2,FIRE_2,dedicated-effect-bif,0,,0,,BAMC,V1,16,5,data/MISCAnim.bif,0x013000AB,29816,694578D328B896E2FB614261B33E605324C4642CCA61FD57030903E3BD70C4EA,available,effects/ressources/FIRE_2/source.bam
effects:bam:FIRE_2A,FIRE_2A,dedicated-effect-bif,0,,0,,BAMC,V1,16,5,data/MISCAnim.bif,0x013000AC,29639,1504D75A99F317AD01ED80F97B7A247AF2F27BD4F657EDBC8600FA5206996890,available,effects/ressources/FIRE_2A/source.bam
effects:bam:FIRE_4BL,FIRE_4BL,dedicated-effect-bif,0,,0,,BAMC,V1,14,5,data/MISCAnim.bif,0x013000B2,4787,4A32D607DB4FA6848D9169D006274076E759D51B5327034BC8F02767A18D8A41,available,effects/ressources/FIRE_4BL/source.bam
effects:bam:FIRE_4G2,FIRE_4G2,dedicated-effect-bif,0,,0,,BAMC,V1,14,5,data/MISCAnim.bif,0x013000B3,5024,BC0CAC6A475740EF429846B3F3F5F5D42311A3D4D688C7EC3FAEC408F5E771FB,available,effects/ressources/FIRE_4G2/source.bam
effects:bam:FIRE_4GR,FIRE_4GR,dedicated-effect-bif,0,,0,,BAMC,V1,14,5,data/MISCAnim.bif,0x013000B4,4790,AA479EC1AC4082EF9A92664D66DE91C393B956CD71796B248BAC09B597EEC852,available,effects/ressources/FIRE_4GR/source.bam
effects:bam:FIREH,FIREH,controller-member,1,effect:vvc:FIREH,0,,BAMC,V1,16,1,data/PATCH26.BIF,0x0860002C,33191,AD37CF20A2180863F1BB91081DDEFEE77465E3FFFA67FEBE77F17533334C858C,available,effects/ressources/FIREH/source.bam
effects:bam:FISH4SA,FISH4SA,dedicated-effect-bif,0,,0,,BAMC,V1,18,1,data/MISCAnim.bif,0x013000BC,1708,EF4B33129581D3BAD02FF5A3EF5447D1696D2C659DE282F90A81A43098E858BB,available,effects/ressources/FISH4SA/source.bam
effects:bam:FISH4SB,FISH4SB,dedicated-effect-bif,0,,0,,BAMC,V1,18,1,data/MISCAnim.bif,0x013000BD,1712,5C00A22B03B5D4AFD09686E6FA58FB824E43E24472E42F848419A970A77111BD,available,effects/ressources/FISH4SB/source.bam
effects:bam:FISH4SC,FISH4SC,dedicated-effect-bif,0,,0,,BAMC,V1,18,1,data/MISCAnim.bif,0x013000BE,1714,B90C30139A6B0913A88F7AF137986638024F5F84A1EC7FB545D3CD9D17C35E79,available,effects/ressources/FISH4SC/source.bam
effects:bam:FISH5SA,FISH5SA,dedicated-effect-bif,0,,0,,BAMC,V1,18,1,data/MISCAnim.bif,0x013000BF,1864,8CA635FC09AD1DB90C250E08AC377059C06F2082462BB742B1780852546D8DA1,available,effects/ressources/FISH5SA/source.bam
effects:bam:FISH5SB,FISH5SB,dedicated-effect-bif,0,,0,,BAMC,V1,18,1,data/MISCAnim.bif,0x013000C0,1866,42EE584886D391DF85EAE6A0FA5A033AA65C5029471878A26707273A69345703,available,effects/ressources/FISH5SB/source.bam
effects:bam:FISH5SC,FISH5SC,dedicated-effect-bif,0,,0,,BAMC,V1,18,1,data/MISCAnim.bif,0x013000C1,1866,FFD5C9F0DC1C8EA1EE1E2057C8C33602BC7CB1DC2E8B293098A6484738B4FC6A,available,effects/ressources/FISH5SC/source.bam
effects:bam:FISM1YEL,FISM1YEL,dedicated-effect-bif,0,,0,,BAMC,V1,10,1,data/MISCAnim.bif,0x013000C2,1383,91D7B4ED849CFECA27FDB7BCA589458D1F05904E641E95EF7681D8AE5902C3A7,available,effects/ressources/FISM1YEL/source.bam
effects:bam:FLLGBLU,FLLGBLU,dedicated-effect-bif,0,,0,,BAMC,V1,16,1,data/MISCAnim.bif,0x013000C8,15181,FCB32862194CFD9151FF081E459831893FFDC140AD3AABD97C7E8C6714A4B68F,available,effects/ressources/FLLGBLU/source.bam
effects:bam:FLLGBLUE,FLLGBLUE,dedicated-effect-bif,0,,0,,BAMC,V1,16,1,data/MISCAnim.bif,0x013000C9,8215,65F3226FF563D4B8B540E0B4FDFA2F9BF57C5E07602FB80309936327F17CE2CE,available,effects/ressources/FLLGBLUE/source.bam
effects:bam:FLLGRED,FLLGRED,dedicated-effect-bif,0,,0,,BAMC,V1,16,1,data/MISCAnim.bif,0x013000CA,7845,7966CFDD36CB49AC70A99B9B4143365A48E23CF0DDCFAD65F2F72549C2B314BF,available,effects/ressources/FLLGRED/source.bam
